"","X1","X1_3","X1_2","X1_1","stimuliShown","group_1","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","ID_n","trigger_feedback","trialIndex","first_observer","second_observer","block_soc","pair_type"
"5441",5458,5458,5458,5458,43,"underestimator","underestimator",1,4,3,0,0.919872800000121,40,11,4,6,NA,0,0,1,-1,NA,0,41,41,41,41,43,"0","sub-013",11,44,41,"in-group","out-group","baseline","both_low"
"5442",5459,5459,5459,5459,34,"underestimator","underestimator",1,3,4,0,0.766356199999791,42,11,3,6,NA,1,0,1,-1,NA,1,42,42,42,42,34,"0","sub-013",11,35,42,"in-group","out-group","baseline","both_low"
"5443",5460,5460,5460,5460,42,"underestimator","underestimator",1,4,2,1,0.64457880000009,57,11,2,5,1,NA,0,0,NA,1,NA,43,43,43,43,42,"1","sub-013",11,43,43,"in-group","out-group","baseline","different"
"5444",5461,5461,5461,5461,42,"underestimator","underestimator",1,4,2,1,0.951661000000058,58,11,2,5,1,NA,0,0,NA,1,NA,44,44,44,44,42,"1","sub-013",11,43,44,"in-group","out-group","baseline","different"
"5445",5462,5462,5462,5462,24,"underestimator","underestimator",1,2,4,0,0.645393700000113,61,11,2,5,1,NA,0,1,NA,1,NA,45,45,45,45,24,"0","sub-013",11,25,45,"in-group","out-group","baseline","different"
"5446",5463,5463,5463,5463,12,"underestimator","underestimator",1,1,2,0,0.965421100000185,31,11,1,1,NA,1,0,1,1,NA,1,46,46,46,46,12,"0","sub-013",11,13,46,"in-group","out-group","baseline","both_high"
"5447",5464,5464,5464,5464,23,"underestimator","underestimator",1,2,3,0,0.993361800000002,66,11,2,4,1,NA,0,1,NA,1,NA,47,47,47,47,23,"0","sub-013",11,24,47,"in-group","out-group","baseline","different"
"5448",5465,5465,5465,5465,23,"underestimator","underestimator",1,2,3,0,0.7380320999996,62,11,2,4,1,NA,0,1,NA,1,NA,48,48,48,48,23,"0","sub-013",11,24,48,"in-group","out-group","baseline","different"
"5449",5466,5466,5466,5466,41,"underestimator","underestimator",1,4,1,1,2.06339770000022,32,11,1,3,1,NA,0,0,NA,1,NA,49,49,49,49,41,"1","sub-013",11,42,49,"in-group","out-group","baseline","different"
"5450",5467,5467,5467,5467,43,"underestimator","underestimator",1,4,3,0,0.97918350000009,40,11,4,6,NA,0,0,1,-1,NA,0,50,50,50,50,43,"0","sub-013",11,44,50,"in-group","out-group","baseline","both_low"
"5451",5468,5468,5468,5468,21,"underestimator","underestimator",1,2,1,0,1.40254959999993,65,11,2,1,NA,0,0,1,1,NA,0,51,51,51,51,21,"0","sub-013",11,22,51,"in-group","out-group","baseline","both_high"
"5452",5469,5469,5469,5469,24,"underestimator","underestimator",1,2,4,0,0.737262199999805,65,11,2,5,1,NA,0,1,NA,1,NA,52,52,52,52,24,"0","sub-013",11,25,52,"in-group","out-group","baseline","different"
"5453",5470,5470,5470,5470,23,"underestimator","underestimator",1,2,3,1,1.02701880000041,35,11,3,4,0,NA,0,0,NA,0,NA,53,53,53,53,23,"1","sub-013",11,24,53,"in-group","out-group","baseline","different"
"5454",5471,5471,5471,5471,23,"underestimator","underestimator",1,2,3,0,0.533731099999841,63,11,2,4,1,NA,0,1,NA,1,NA,54,54,54,54,23,"0","sub-013",11,24,54,"in-group","out-group","baseline","different"
"5455",5472,5472,5472,5472,31,"underestimator","underestimator",1,3,1,1,0.945110000000113,42,11,1,2,1,NA,0,0,NA,1,NA,55,55,55,55,31,"1","sub-013",11,32,55,"in-group","out-group","baseline","different"
"5456",5473,5473,5473,5473,21,"underestimator","underestimator",1,2,1,0,1.19944590000023,54,11,2,1,NA,0,0,1,1,NA,0,56,56,56,56,21,"0","sub-013",11,22,56,"in-group","out-group","baseline","both_high"
"5457",5474,5474,5474,5474,23,"underestimator","underestimator",1,2,3,0,0.678277299999991,63,11,2,4,1,NA,0,1,NA,1,NA,57,57,57,57,23,"0","sub-013",11,24,57,"in-group","out-group","baseline","different"
"5458",5475,5475,5475,5475,32,"underestimator","underestimator",1,3,2,1,0.906770600000073,61,11,2,4,1,NA,0,0,NA,1,NA,58,58,58,58,32,"1","sub-013",11,33,58,"in-group","out-group","baseline","different"
"5459",5476,5476,5476,5476,24,"underestimator","underestimator",1,2,4,0,1.15426989999969,62,11,2,5,1,NA,0,1,NA,1,NA,59,59,59,59,24,"0","sub-013",11,25,59,"in-group","out-group","baseline","different"
"5460",5477,5477,5477,5477,14,"underestimator","underestimator",1,1,4,1,1.03250959999968,44,11,4,3,0,NA,0,0,NA,0,NA,60,60,60,60,14,"1","sub-013",11,15,60,"in-group","out-group","baseline","different"
"5461",5478,5478,5478,5478,31,"underestimator","underestimator",1,3,1,0,1.19919679999975,50,11,3,2,0,NA,0,1,NA,0,NA,61,61,61,61,31,"0","sub-013",11,32,61,"in-group","out-group","baseline","different"
"5462",5479,5479,5479,5479,21,"underestimator","underestimator",1,2,1,0,0.803863999999976,52,11,2,1,NA,0,0,1,1,NA,0,62,62,62,62,21,"0","sub-013",11,22,62,"in-group","out-group","baseline","both_high"
"5463",5480,5480,5480,5480,24,"underestimator","underestimator",1,2,4,0,1.73408599999993,59,11,2,5,1,NA,0,1,NA,1,NA,63,63,63,63,24,"0","sub-013",11,25,63,"in-group","out-group","baseline","different"
"5464",5481,5481,5481,5481,31,"underestimator","underestimator",1,3,1,0,1.22426959999984,57,11,3,2,0,NA,0,1,NA,0,NA,64,64,64,64,31,"0","sub-013",11,32,64,"in-group","out-group","baseline","different"
"5465",5482,5482,5482,5482,43,"underestimator","underestimator",1,4,3,1,1.20014570000012,38,11,3,6,NA,1,0,0,-1,NA,1,65,65,65,65,43,"1","sub-013",11,44,65,"in-group","out-group","baseline","both_low"
"5466",5483,5483,5483,5483,13,"underestimator","underestimator",1,1,3,0,1.40297539999983,88,11,1,2,1,NA,0,1,NA,1,NA,66,66,66,66,13,"0","sub-013",11,14,66,"in-group","out-group","baseline","different"
"5467",5484,5484,5484,5484,43,"underestimator","underestimator",1,4,3,0,1.7498771999999,40,11,4,6,NA,0,0,1,-1,NA,0,67,67,67,67,43,"0","sub-013",11,44,67,"in-group","out-group","baseline","both_low"
"5468",5485,5485,5485,5485,34,"underestimator","underestimator",1,3,4,1,0.695531500000016,46,11,4,6,NA,0,0,0,-1,NA,0,68,68,68,68,34,"1","sub-013",11,35,68,"in-group","out-group","baseline","both_low"
"5469",5486,5486,5486,5486,31,"underestimator","underestimator",1,3,1,1,0.653753300000062,62,11,1,2,1,NA,0,0,NA,1,NA,69,69,69,69,31,"1","sub-013",11,32,69,"in-group","out-group","baseline","different"
"5470",5487,5487,5487,5487,13,"underestimator","underestimator",1,1,3,0,0.589742299999671,79,11,1,2,1,NA,0,1,NA,1,NA,70,70,70,70,13,"0","sub-013",11,14,70,"in-group","out-group","baseline","different"
"5471",5488,5488,5488,5488,32,"underestimator","underestimator",1,3,2,1,0.685370400000011,54,11,2,4,1,NA,0,0,NA,1,NA,71,71,71,71,32,"1","sub-013",11,33,71,"in-group","out-group","baseline","different"
"5472",5489,5489,5489,5489,42,"underestimator","underestimator",1,4,2,0,0.659060100000261,43,11,4,5,0,NA,0,1,NA,0,NA,72,72,72,72,42,"0","sub-013",11,43,72,"in-group","out-group","baseline","different"
"5473",5490,5490,5490,5490,13,"underestimator","underestimator",1,1,3,0,0.750067099999796,83,11,1,2,1,NA,0,1,NA,1,NA,73,73,73,73,13,"0","sub-013",11,14,73,"in-group","out-group","baseline","different"
"5474",5491,5491,5491,5491,32,"underestimator","underestimator",1,3,2,1,0.769794999999704,57,11,2,4,1,NA,0,0,NA,1,NA,74,74,74,74,32,"1","sub-013",11,33,74,"in-group","out-group","baseline","different"
"5475",5492,5492,5492,5492,13,"underestimator","underestimator",1,1,3,0,0.548452099999849,84,11,1,2,1,NA,0,1,NA,1,NA,75,75,75,75,13,"0","sub-013",11,14,75,"in-group","out-group","baseline","different"
"5476",5493,5493,5493,5493,31,"underestimator","underestimator",1,3,1,1,0.728731000000153,73,11,1,2,1,NA,0,0,NA,1,NA,76,76,76,76,31,"1","sub-013",11,32,76,"in-group","out-group","baseline","different"
"5477",5494,5494,5494,5494,31,"underestimator","underestimator",1,3,1,1,0.605580299999929,74,11,1,2,1,NA,0,0,NA,1,NA,77,77,77,77,31,"1","sub-013",11,32,77,"in-group","out-group","baseline","different"
"5478",5495,5495,5495,5495,12,"underestimator","underestimator",1,1,2,0,0.593090899999879,40,11,1,1,NA,1,0,1,1,NA,1,78,78,78,78,12,"0","sub-013",11,13,78,"in-group","out-group","baseline","both_high"
"5479",5496,5496,5496,5496,21,"underestimator","underestimator",1,2,1,0,1.15898909999987,59,11,2,1,NA,0,0,1,1,NA,0,79,79,79,79,21,"0","sub-013",11,22,79,"in-group","out-group","baseline","both_high"
"5480",5497,5497,5497,5497,21,"underestimator","underestimator",1,2,1,0,0.585480700000062,70,11,2,1,NA,0,0,1,1,NA,0,80,80,80,80,21,"0","sub-013",11,22,80,"in-group","out-group","baseline","both_high"
"5481",5498,5498,5498,5498,42,"underestimator","underestimator",1,4,2,1,0.96492969999963,59,11,2,5,1,NA,0,0,NA,1,NA,81,81,81,81,42,"1","sub-013",11,43,81,"in-group","out-group","baseline","different"
"5482",5499,5499,5499,5499,34,"underestimator","underestimator",1,3,4,0,1.02386879999995,39,11,3,6,NA,1,0,1,-1,NA,1,82,82,82,82,34,"0","sub-013",11,35,82,"in-group","out-group","baseline","both_low"
"5483",5500,5500,5500,5500,13,"underestimator","underestimator",1,1,3,0,0.783917799999927,55,11,1,2,1,NA,0,1,NA,1,NA,83,83,83,83,13,"0","sub-013",11,14,83,"in-group","out-group","baseline","different"
"5484",5501,5501,5501,5501,12,"underestimator","underestimator",1,1,2,1,1.18594050000002,66,11,2,1,NA,0,0,0,1,NA,0,84,84,84,84,12,"1","sub-013",11,13,84,"in-group","out-group","baseline","both_high"
"5485",5502,5502,5502,5502,12,"underestimator","underestimator",1,1,2,1,0.714330800000425,60,11,2,1,NA,0,0,0,1,NA,0,85,85,85,85,12,"1","sub-013",11,13,85,"in-group","out-group","baseline","both_high"
"5486",5503,5503,5503,5503,32,"underestimator","underestimator",1,3,2,1,1.54156910000029,66,11,2,4,1,NA,0,0,NA,1,NA,86,86,86,86,32,"1","sub-013",11,33,86,"in-group","out-group","baseline","different"
"5487",5504,5504,5504,5504,14,"underestimator","underestimator",1,1,4,0,0.694268100000045,70,11,1,3,1,NA,0,1,NA,1,NA,87,87,87,87,14,"0","sub-013",11,15,87,"in-group","out-group","baseline","different"
"5488",5505,5505,5505,5505,32,"underestimator","underestimator",1,3,2,1,0.978184600000077,69,11,2,4,1,NA,0,0,NA,1,NA,88,88,88,88,32,"1","sub-013",11,33,88,"in-group","out-group","baseline","different"
"5489",5506,5506,5506,5506,34,"underestimator","underestimator",1,3,4,1,0.698834299999817,37,11,4,6,NA,0,0,0,-1,NA,0,89,89,89,89,34,"1","sub-013",11,35,89,"in-group","out-group","baseline","both_low"
"5490",5507,5507,5507,5507,14,"underestimator","underestimator",1,1,4,0,1.12506919999987,62,11,1,3,1,NA,0,1,NA,1,NA,90,90,90,90,14,"0","sub-013",11,15,90,"in-group","out-group","baseline","different"
"5491",5508,5508,5508,5508,42,"underestimator","underestimator",1,4,2,0,0.745252000000164,39,11,4,5,0,NA,0,1,NA,0,NA,91,91,91,91,42,"0","sub-013",11,43,91,"in-group","out-group","baseline","different"
"5492",5509,5509,5509,5509,14,"underestimator","underestimator",1,1,4,0,1.45928009999989,75,11,1,3,1,NA,0,1,NA,1,NA,92,92,92,92,14,"0","sub-013",11,15,92,"in-group","out-group","baseline","different"
"5493",5510,5510,5510,5510,34,"underestimator","underestimator",1,3,4,1,1.40056649999997,47,11,4,6,NA,0,0,0,-1,NA,0,93,93,93,93,34,"1","sub-013",11,35,93,"in-group","out-group","baseline","both_low"
"5494",5511,5511,5511,5511,34,"underestimator","underestimator",1,3,4,0,0.615486799999871,7,11,3,6,NA,1,0,1,-1,NA,1,94,94,94,94,34,"0","sub-013",11,35,94,"in-group","out-group","baseline","both_low"
"5495",5512,5512,5512,5512,34,"underestimator","underestimator",1,3,4,1,0.533797099999902,29,11,4,6,NA,0,0,0,-1,NA,0,95,95,95,95,34,"1","sub-013",11,35,95,"in-group","out-group","baseline","both_low"
"5496",5513,5513,5513,5513,32,"underestimator","underestimator",1,3,2,1,1.12360500000023,62,11,2,4,1,NA,0,0,NA,1,NA,96,96,96,96,32,"1","sub-013",11,33,96,"in-group","out-group","baseline","different"
"5497",5514,5514,5514,5514,12,"underestimator","underestimator",1,1,2,0,1.01587569999992,49,11,1,1,NA,1,0,1,1,NA,1,97,97,97,97,12,"0","sub-013",11,13,97,"in-group","out-group","baseline","both_high"
"5498",5515,5515,5515,5515,43,"underestimator","underestimator",1,4,3,0,1.20680109999967,33,11,4,6,NA,0,0,1,-1,NA,0,98,98,98,98,43,"0","sub-013",11,44,98,"in-group","out-group","baseline","both_low"
"5499",5516,5516,5516,5516,13,"underestimator","underestimator",1,1,3,0,0.865487200000189,53,11,1,2,1,NA,0,1,NA,1,NA,99,99,99,99,13,"0","sub-013",11,14,99,"in-group","out-group","baseline","different"
"5500",5517,5517,5517,5517,24,"underestimator","underestimator",1,2,4,0,0.701657300000079,55,11,2,5,1,NA,0,1,NA,1,NA,100,100,100,100,24,"0","sub-013",11,25,100,"in-group","out-group","baseline","different"
"5501",5518,5518,5518,5518,41,"underestimator","underestimator",1,4,1,1,0.559003200000006,36,11,1,3,1,NA,0,0,NA,1,NA,101,101,101,101,41,"1","sub-013",11,42,101,"in-group","out-group","baseline","different"
"5502",5519,5519,5519,5519,43,"underestimator","underestimator",1,4,3,1,1.15676979999989,31,11,3,6,NA,1,0,0,-1,NA,1,102,102,102,102,43,"1","sub-013",11,44,102,"in-group","out-group","baseline","both_low"
"5503",5520,5520,5520,5520,43,"underestimator","underestimator",1,4,3,0,1.36611360000006,44,11,4,6,NA,0,0,1,-1,NA,0,103,103,103,103,43,"0","sub-013",11,44,103,"in-group","out-group","baseline","both_low"
"5504",5521,5521,5521,5521,21,"underestimator","underestimator",1,2,1,1,1.23434829999997,34,11,1,1,NA,1,0,0,1,NA,1,104,104,104,104,21,"1","sub-013",11,22,104,"in-group","out-group","baseline","both_high"
"5505",5522,5522,5522,5522,42,"underestimator","underestimator",1,4,2,0,1.20056269999986,33,11,4,5,0,NA,0,1,NA,0,NA,105,105,105,105,42,"0","sub-013",11,43,105,"in-group","out-group","baseline","different"
"5506",5523,5523,5523,5523,31,"underestimator","underestimator",1,3,1,0,1.4192409000002,62,11,3,2,0,NA,0,1,NA,0,NA,106,106,106,106,31,"0","sub-013",11,32,106,"in-group","out-group","baseline","different"
"5507",5524,5524,5524,5524,24,"underestimator","underestimator",1,2,4,0,1.4567218000002,58,11,2,5,1,NA,0,1,NA,1,NA,107,107,107,107,24,"0","sub-013",11,25,107,"in-group","out-group","baseline","different"
"5508",5525,5525,5525,5525,14,"underestimator","underestimator",1,1,4,0,0.919910000000073,58,11,1,3,1,NA,0,1,NA,1,NA,108,108,108,108,14,"0","sub-013",11,15,108,"in-group","out-group","baseline","different"
"5509",5526,5526,5526,5526,23,"underestimator","underestimator",1,2,3,0,0.992569600000024,55,11,2,4,1,NA,0,1,NA,1,NA,109,109,109,109,23,"0","sub-013",11,24,109,"in-group","out-group","baseline","different"
"5510",5527,5527,5527,5527,32,"underestimator","underestimator",1,3,2,1,0.888149400000202,71,11,2,4,1,NA,0,0,NA,1,NA,110,110,110,110,32,"1","sub-013",11,33,110,"in-group","out-group","baseline","different"
"5511",5528,5528,5528,5528,43,"underestimator","underestimator",1,4,3,1,1.70937720000029,45,11,3,6,NA,1,0,0,-1,NA,1,111,111,111,111,43,"1","sub-013",11,44,111,"in-group","out-group","baseline","both_low"
"5512",5529,5529,5529,5529,31,"underestimator","underestimator",1,3,1,1,0.824487899999895,72,11,1,2,1,NA,0,0,NA,1,NA,112,112,112,112,31,"1","sub-013",11,32,112,"in-group","out-group","baseline","different"
"5513",5530,5530,5530,5530,24,"underestimator","underestimator",1,2,4,0,1.00278849999995,52,11,2,5,1,NA,0,1,NA,1,NA,113,113,113,113,24,"0","sub-013",11,25,113,"in-group","out-group","baseline","different"
"5514",5531,5531,5531,5531,12,"underestimator","underestimator",1,1,2,1,0.611547800000153,53,11,2,1,NA,0,0,0,1,NA,0,114,114,114,114,12,"1","sub-013",11,13,114,"in-group","out-group","baseline","both_high"
"5515",5532,5532,5532,5532,32,"underestimator","underestimator",1,3,2,1,0.760611300000164,67,11,2,4,1,NA,0,0,NA,1,NA,115,115,115,115,32,"1","sub-013",11,33,115,"in-group","out-group","baseline","different"
"5516",5533,5533,5533,5533,43,"underestimator","underestimator",1,4,3,1,1.55626240000038,55,11,3,6,NA,1,0,0,-1,NA,1,116,116,116,116,43,"1","sub-013",11,44,116,"in-group","out-group","baseline","both_low"
"5517",5534,5534,5534,5534,24,"underestimator","underestimator",1,2,4,0,0.68739050000022,51,11,2,5,1,NA,0,1,NA,1,NA,117,117,117,117,24,"0","sub-013",11,25,117,"in-group","out-group","baseline","different"
"5518",5535,5535,5535,5535,12,"underestimator","underestimator",1,1,2,0,0.691361600000164,70,11,1,1,NA,1,0,1,1,NA,1,118,118,118,118,12,"0","sub-013",11,13,118,"in-group","out-group","baseline","both_high"
"5519",5536,5536,5536,5536,23,"underestimator","underestimator",1,2,3,0,1.00428869999996,70,11,2,4,1,NA,0,1,NA,1,NA,119,119,119,119,23,"0","sub-013",11,24,119,"in-group","out-group","baseline","different"
"5520",5537,5537,5537,5537,31,"underestimator","underestimator",1,3,1,1,1.04586040000004,91,11,1,2,1,NA,0,0,NA,1,NA,120,120,120,120,31,"1","sub-013",11,32,120,"in-group","out-group","baseline","different"
"5521",5538,5538,5538,5538,42,"underestimator","underestimator",1,4,2,0,0.658418500000153,38,11,4,5,0,NA,0,1,NA,0,NA,121,121,121,121,42,"0","sub-013",11,43,121,"in-group","out-group","baseline","different"
"5522",5539,5539,5539,5539,34,"underestimator","underestimator",1,3,4,0,1.42989790000001,56,11,3,6,NA,1,0,1,-1,NA,1,122,122,122,122,34,"0","sub-013",11,35,122,"in-group","out-group","baseline","both_low"
"5523",5540,5540,5540,5540,13,"underestimator","underestimator",1,1,3,0,0.729310100000021,48,11,1,2,1,NA,0,1,NA,1,NA,123,123,123,123,13,"0","sub-013",11,14,123,"in-group","out-group","baseline","different"
"5524",5541,5541,5541,5541,31,"underestimator","underestimator",1,3,1,1,0.925057299999935,56,11,1,2,1,NA,0,0,NA,1,NA,124,124,124,124,31,"1","sub-013",11,32,124,"in-group","out-group","baseline","different"
"5525",5542,5542,5542,5542,14,"underestimator","underestimator",1,1,4,1,1.8680575000003,35,11,4,3,0,NA,0,0,NA,0,NA,125,125,125,125,14,"1","sub-013",11,15,125,"in-group","out-group","baseline","different"
"5526",5543,5543,5543,5543,41,"underestimator","underestimator",1,4,1,1,1.26756710000018,93,11,1,3,1,NA,0,0,NA,1,NA,126,126,126,126,41,"1","sub-013",11,42,126,"in-group","out-group","baseline","different"
"5527",5544,5544,5544,5544,41,"underestimator","underestimator",1,4,1,1,0.641113399999995,50,11,1,3,1,NA,0,0,NA,1,NA,127,127,127,127,41,"1","sub-013",11,42,127,"in-group","out-group","baseline","different"
"5528",5545,5545,5545,5545,13,"underestimator","underestimator",1,1,3,0,0.678347399999893,86,11,1,2,1,NA,0,1,NA,1,NA,128,128,128,128,13,"0","sub-013",11,14,128,"in-group","out-group","baseline","different"
"5529",5546,5546,5546,5546,43,"underestimator","underestimator",1,4,3,1,0.69224929999973,45,11,3,6,NA,1,0,0,-1,NA,1,129,129,129,129,43,"1","sub-013",11,44,129,"in-group","out-group","baseline","both_low"
"5530",5547,5547,5547,5547,32,"underestimator","underestimator",1,3,2,1,1.08516450000025,60,11,2,4,1,NA,0,0,NA,1,NA,130,130,130,130,32,"1","sub-013",11,33,130,"in-group","out-group","baseline","different"
"5531",5548,5548,5548,5548,34,"underestimator","underestimator",1,3,4,0,0.802428500000133,30,11,3,6,NA,1,0,1,-1,NA,1,131,131,131,131,34,"0","sub-013",11,35,131,"in-group","out-group","baseline","both_low"
"5532",5549,5549,5549,5549,32,"underestimator","underestimator",1,3,2,1,1.70997360000001,61,11,2,4,1,NA,0,0,NA,1,NA,132,132,132,132,32,"1","sub-013",11,33,132,"in-group","out-group","baseline","different"
"5533",5550,5550,5550,5550,32,"underestimator","underestimator",1,3,2,1,1.21896290000041,51,11,2,4,1,NA,0,0,NA,1,NA,133,133,133,133,32,"1","sub-013",11,33,133,"in-group","out-group","baseline","different"
"5534",5551,5551,5551,5551,41,"underestimator","underestimator",1,4,1,1,0.84741669999994,37,11,1,3,1,NA,0,0,NA,1,NA,134,134,134,134,41,"1","sub-013",11,42,134,"in-group","out-group","baseline","different"
"5535",5552,5552,5552,5552,21,"underestimator","underestimator",1,2,1,1,1.64296120000017,77,11,1,1,NA,1,0,0,1,NA,1,135,135,135,135,21,"1","sub-013",11,22,135,"in-group","out-group","baseline","both_high"
"5536",5553,5553,5553,5553,32,"underestimator","underestimator",1,3,2,1,1.00437510000029,52,11,2,4,1,NA,0,0,NA,1,NA,136,136,136,136,32,"1","sub-013",11,33,136,"in-group","out-group","baseline","different"
"5537",5554,5554,5554,5554,23,"underestimator","underestimator",1,2,3,1,1.26747909999995,27,11,3,4,0,NA,0,0,NA,0,NA,137,137,137,137,23,"1","sub-013",11,24,137,"in-group","out-group","baseline","different"
"5538",5555,5555,5555,5555,12,"underestimator","underestimator",1,1,2,0,1.28433150000001,72,11,1,1,NA,1,0,1,1,NA,1,138,138,138,138,12,"0","sub-013",11,13,138,"in-group","out-group","baseline","both_high"
"5539",5556,5556,5556,5556,42,"underestimator","underestimator",1,4,2,0,1.48265399999991,42,11,4,5,0,NA,0,1,NA,0,NA,139,139,139,139,42,"0","sub-013",11,43,139,"in-group","out-group","baseline","different"
"5540",5557,5557,5557,5557,43,"underestimator","underestimator",1,4,3,1,1.05462439999974,17,11,3,6,NA,1,0,0,-1,NA,1,140,140,140,140,43,"1","sub-013",11,44,140,"in-group","out-group","baseline","both_low"
"5541",5558,5558,5558,5558,41,"underestimator","underestimator",1,4,1,1,1.07466180000029,43,11,1,3,1,NA,0,0,NA,1,NA,141,141,141,141,41,"1","sub-013",11,42,141,"in-group","out-group","baseline","different"
"5542",5559,5559,5559,5559,21,"underestimator","underestimator",1,2,1,0,1.22087549999969,68,11,2,1,NA,0,0,1,1,NA,0,142,142,142,142,21,"0","sub-013",11,22,142,"in-group","out-group","baseline","both_high"
"5543",5560,5560,5560,5560,42,"underestimator","underestimator",1,4,2,1,1.77296930000011,68,11,2,5,1,NA,0,0,NA,1,NA,143,143,143,143,42,"1","sub-013",11,43,143,"in-group","out-group","baseline","different"
"5544",5561,5561,5561,5561,42,"underestimator","underestimator",1,4,2,1,0.662973599999987,69,11,2,5,1,NA,0,0,NA,1,NA,144,144,144,144,42,"1","sub-013",11,43,144,"in-group","out-group","baseline","different"
"5545",5562,5562,5562,5562,12,"underestimator","underestimator",1,1,2,0,1.12059550000004,46,11,1,1,NA,1,0,1,1,NA,1,145,145,145,145,12,"0","sub-013",11,13,145,"in-group","out-group","baseline","both_high"
"5546",5563,5563,5563,5563,34,"underestimator","underestimator",1,3,4,1,0.740738500000134,43,11,4,6,NA,0,0,0,-1,NA,0,146,146,146,146,34,"1","sub-013",11,35,146,"in-group","out-group","baseline","both_low"
"5547",5564,5564,5564,5564,32,"underestimator","underestimator",1,3,2,1,0.985428400000274,54,11,2,4,1,NA,0,0,NA,1,NA,147,147,147,147,32,"1","sub-013",11,33,147,"in-group","out-group","baseline","different"
"5548",5565,5565,5565,5565,21,"underestimator","underestimator",1,2,1,1,1.98494649999975,73,11,1,1,NA,1,0,0,1,NA,1,148,148,148,148,21,"1","sub-013",11,22,148,"in-group","out-group","baseline","both_high"
"5549",5566,5566,5566,5566,41,"underestimator","underestimator",1,4,1,0,1.00456710000026,42,11,4,3,0,NA,0,1,NA,0,NA,149,149,149,149,41,"0","sub-013",11,42,149,"in-group","out-group","baseline","different"
"5550",5567,5567,5567,5567,14,"underestimator","underestimator",1,1,4,0,1.0003684000003,59,11,1,3,1,NA,0,1,NA,1,NA,150,150,150,150,14,"0","sub-013",11,15,150,"in-group","out-group","baseline","different"
"5551",5568,5568,5568,5568,13,"underestimator","underestimator",1,1,3,1,1.37356060000002,34,11,3,2,0,NA,0,0,NA,0,NA,151,151,151,151,13,"1","sub-013",11,14,151,"in-group","out-group","baseline","different"
"5552",5569,5569,5569,5569,23,"underestimator","underestimator",1,2,3,1,1.50890329999993,43,11,3,4,0,NA,0,0,NA,0,NA,152,152,152,152,23,"1","sub-013",11,24,152,"in-group","out-group","baseline","different"
"5553",5570,5570,5570,5570,14,"underestimator","underestimator",1,1,4,0,1.13537159999987,39,11,1,3,1,NA,0,1,NA,1,NA,153,153,153,153,14,"0","sub-013",11,15,153,"in-group","out-group","baseline","different"
"5554",5571,5571,5571,5571,34,"underestimator","underestimator",1,3,4,1,2.10887540000022,46,11,4,6,NA,0,0,0,-1,NA,0,154,154,154,154,34,"1","sub-013",11,35,154,"in-group","out-group","baseline","both_low"
"5555",5572,5572,5572,5572,14,"underestimator","underestimator",1,1,4,1,1.19009400000004,42,11,4,3,0,NA,0,0,NA,0,NA,155,155,155,155,14,"1","sub-013",11,15,155,"in-group","out-group","baseline","different"
"5556",5573,5573,5573,5573,41,"underestimator","underestimator",1,4,1,0,0.828834399999778,39,11,4,3,0,NA,0,1,NA,0,NA,156,156,156,156,41,"0","sub-013",11,42,156,"in-group","out-group","baseline","different"
"5557",5574,5574,5574,5574,31,"underestimator","underestimator",1,3,1,1,0.892336100000193,41,11,1,2,1,NA,0,0,NA,1,NA,157,157,157,157,31,"1","sub-013",11,32,157,"in-group","out-group","baseline","different"
"5558",5575,5575,5575,5575,24,"underestimator","underestimator",1,2,4,0,1.14601959999982,64,11,2,5,1,NA,0,1,NA,1,NA,158,158,158,158,24,"0","sub-013",11,25,158,"in-group","out-group","baseline","different"
"5559",5576,5576,5576,5576,12,"underestimator","underestimator",1,1,2,1,0.615500999999767,54,11,2,1,NA,0,0,0,1,NA,0,159,159,159,159,12,"1","sub-013",11,13,159,"in-group","out-group","baseline","both_high"
"5560",5577,5577,5577,5577,14,"underestimator","underestimator",1,1,4,1,1.53406730000006,42,11,4,3,0,NA,0,0,NA,0,NA,160,160,160,160,14,"1","sub-013",11,15,160,"in-group","out-group","baseline","different"
"5561",5578,5578,5578,5578,42,"underestimator","underestimator",1,4,2,1,1.09873509999989,66,11,2,5,1,NA,0,0,NA,1,NA,161,161,161,161,42,"1","sub-013",11,43,161,"in-group","out-group","baseline","different"
"5562",5579,5579,5579,5579,13,"underestimator","underestimator",1,1,3,0,0.946356399999786,65,11,1,2,1,NA,0,1,NA,1,NA,162,162,162,162,13,"0","sub-013",11,14,162,"in-group","out-group","baseline","different"
"5563",5580,5580,5580,5580,42,"underestimator","underestimator",1,4,2,0,0.830800000000181,31,11,4,5,0,NA,0,1,NA,0,NA,163,163,163,163,42,"0","sub-013",11,43,163,"in-group","out-group","baseline","different"
"5564",5581,5581,5581,5581,21,"underestimator","underestimator",1,2,1,1,1.21715769999992,71,11,1,1,NA,1,0,0,1,NA,1,164,164,164,164,21,"1","sub-013",11,22,164,"in-group","out-group","baseline","both_high"
"5565",5582,5582,5582,5582,21,"underestimator","underestimator",1,2,1,1,0.825401500000225,43,11,1,1,NA,1,0,0,1,NA,1,165,165,165,165,21,"1","sub-013",11,22,165,"in-group","out-group","baseline","both_high"
